"","uniq.Subject","QueryID","n","mean.Perc.Ident","sd.Perc.Ident","uniq.Subject.Type","genus"
"365","Fusarium_asiaticum|DQ459835|SH2456120.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_asiaticum----Gibberella_zeae|AB586992|SH1610160.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_zeae","ASV1305",2,99.515,0,"Fungi",NA
"366","Gibberella_tricincta|AB587028|SH1546323.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_tricincta","ASV1306",1,100,NA,"Fungi",NA
"367","Cistella_sp|UDB0205848|SH1523460.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;s__Cistella_sp","ASV1307",1,97.462,NA,"Fungi",NA
"368","Fungi_sp|MT236896|SH2734497.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV1308",1,92.632,NA,"Fungi",NA
"369","Dinemasporium_sasae|AB900883|SH1553498.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Dinemasporium;s__Dinemasporium_sasae","ASV1309",1,99.052,NA,"Fungi",NA
"370","Puccinia_myrsiphylli|DQ821712|SH1598247.08FU|reps|k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia_myrsiphylli","ASV131",1,94.466,NA,"Fungi",NA
"371","Acephala_sp|KT184733|SH1647397.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Acephala;s__Acephala_sp","ASV1310",1,84.878,NA,"Fungi",NA
"372","Steccherinum_bourdotii|MG726056|SH1553178.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Steccherinaceae;g__Steccherinum;s__Steccherinum_bourdotii","ASV1311",1,98.168,NA,"Fungi",NA
"373","Lophodermium_pini-excelsae|KT000171|SH1516500.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Lophodermium;s__Lophodermium_pini-excelsae","ASV1312",1,100,NA,"Fungi",NA
"374","Stereum_hirsutum|MH496820|SH1576004.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum;s__Stereum_hirsutum","ASV1313",1,99.237,NA,"Fungi",NA
"375","Ramularia_plurivora|KJ504780|SH2337206.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_plurivora----Ramularia_tovarae|KJ504807|SH1975259.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_tovarae","ASV1314",2,98.655,0,"Fungi",NA
"376","Tilletia_indica|MT497998|SH1507096.08FU|reps|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Tilletiales;f__Tilletiaceae;g__Tilletia;s__Tilletia_indica","ASV1315",1,100,NA,"Fungi",NA
"377","Sphaerulina_chaenomelis|JQ793663|SH2337184.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Sphaerulina;s__Sphaerulina_chaenomelis","ASV1316",1,99.083,NA,"Fungi",NA
"378","Occultifur_sp|KM248526|SH1613485.08FU|reps|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Occultifur;s__Occultifur_sp","ASV1317",1,95.203,NA,"Fungi",NA
"379","Pleosporales_sp|DQ420936|SH1525116.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV1318",1,99.048,NA,"Fungi",NA
"380","Nigrospora_bambusae|KY385307|SH1925279.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_bambusae","ASV1319",1,99.048,NA,"Fungi",NA
"381","Thanatephorus_cucumeris|EU730860|SH1554580.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus;s__Thanatephorus_cucumeris","ASV132",1,98.039,NA,"Fungi",NA
"382","Symmetrospora_coprosmae|AF444577|SH2044313.08FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_coprosmae","ASV1320",1,99.615,NA,"Fungi",NA
"383","Periconia_pseudodigitata|LC014591|SH1573202.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia_pseudodigitata","ASV1321",1,97.551,NA,"Fungi",NA
"384","Ramularia_digitalis-ambiguae|KX287408|SH1577532.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_digitalis-ambiguae","ASV1322",1,95.133,NA,"Fungi",NA
"385","Parastagonospora_forlicesenica|KY769660|SH1888144.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Parastagonospora;s__Parastagonospora_forlicesenica","ASV1323",1,96.5,NA,"Fungi",NA
"386","Lecanora_cenisia|EU558541|SH1569042.08FU|reps|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecanora;s__Lecanora_cenisia","ASV1324",1,86.574,NA,"Fungi",NA
"387","Venturia_viennotii|UDB0357040|SH1626924.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Venturia;s__Venturia_viennotii","ASV1326",1,98.03,NA,"Fungi",NA
"388","Pleosporales_sp|DQ420936|SH1525116.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV1327",1,99.048,NA,"Fungi",NA
"389","Chromelosporium_macrospermum|EF589890|SH1552666.08FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Chromelosporium;s__Chromelosporium_macrospermum","ASV1328",1,95.417,NA,"Fungi",NA
"390","Malassezia_restricta|AY743636|SH1515384.08FU|refs|k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia_restricta","ASV1329",1,99.091,NA,"Fungi",NA
"391","Hannaella_phetchabunensis|AB922855|SH1522802.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_phetchabunensis","ASV133",1,98.857,NA,"Fungi",NA
"392","Tetraplosphaeriaceae_sp|KT184775|SH1651192.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae;g__unidentified;s__Tetraplosphaeriaceae_sp","ASV1332",1,98.086,NA,"Fungi",NA
"393","Tremellales_sp|KY432747|SH1528238.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","ASV17",1,98.206,NA,"Fungi",NA
"394","Dioszegia_zsoltii_var._zsoltii|AF385445|SH2037713.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_zsoltii_var._zsoltii","ASV1334",1,90.278,NA,"Fungi",NA
"395","Trichomeriaceae_sp|UDB0437625|SH1597936.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__unidentified;s__Trichomeriaceae_sp","ASV1335",1,98.655,NA,"Fungi",NA
"396","Ramularia_plurivora|KJ504780|SH2337206.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_plurivora","ASV1336",1,96.861,NA,"Fungi",NA
"397","Ramularia_plurivora|KJ504780|SH2337206.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_plurivora","ASV1337",1,97.309,NA,"Fungi",NA
"398","Tremellomycetes_sp|KT328634|SH1648404.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified;g__unidentified;s__Tremellomycetes_sp","ASV1338",1,96.071,NA,"Fungi",NA
"399","Limonomyces_roseipellis|MH347299|SH1546269.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Limonomyces;s__Limonomyces_roseipellis","ASV1339",1,99.333,NA,"Fungi",NA
"400","Naganishia_albida|AF145329|SH2268666.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia_albida----Naganishia_albida|AF145321|SH1557454.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia_albida","ASV134",2,99.636,0,"Fungi",NA
"401","Lopharia_cinerascens|MF626350|SH1572319.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Lopharia;s__Lopharia_cinerascens","ASV1340",1,100,NA,"Fungi",NA
"402","Tubakia_dryinoides|MG591878|SH1551680.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthales_fam_Incertae_sedis;g__Tubakia;s__Tubakia_dryinoides","ASV1341",1,99.563,NA,"Fungi",NA
"403","Xylodon_erastii|MF382992|SH1544162.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__Xylodon_erastii","ASV1342",1,97.881,NA,"Fungi",NA
"404","Phaeosphaeriaceae_sp|HM122782|SH1525165.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp","ASV1343",1,99.038,NA,"Fungi",NA
"405","Colpoma_sp|UDB063137|SH1505253.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Colpoma;s__Colpoma_sp","ASV1344",1,89.055,NA,"Fungi",NA
"406","Plenodomus_deqinensis|KY064027|SH1635401.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Plenodomus;s__Plenodomus_deqinensis","ASV1345",1,93.617,NA,"Fungi",NA
"407","Retiarius_sp|MK794590|SH1544070.08FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Retiarius;s__Retiarius_sp","ASV1346",1,95.019,NA,"Fungi",NA
"408","Oculimacula_yallundae|AY266169|SH1545871.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Oculimacula;s__Oculimacula_yallundae","ASV1347",1,97.368,NA,"Fungi",NA
"409","Dematiopleospora_salsolae|MG828889|SH1525145.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Dematiopleospora;s__Dematiopleospora_salsolae","ASV1348",1,100,NA,"Fungi",NA
"410","Irpex_lacteus|MN749668|SH1573583.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Irpicaceae;g__Irpex;s__Irpex_lacteus","ASV1349",1,98.905,NA,"Fungi",NA
"411","Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV135",1,98.522,NA,"Fungi",NA
"412","Venturiaceae_sp|KF800342|SH1626914.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__unidentified;s__Venturiaceae_sp","ASV1350",1,99.51,NA,"Fungi",NA
"413","Oculimacula_yallundae|AY266169|SH1545871.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Oculimacula;s__Oculimacula_yallundae","ASV1351",1,95.175,NA,"Fungi",NA
"414","Peniophoraceae_sp|GU721252|SH1646459.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__unidentified;s__Peniophoraceae_sp","ASV1352",1,97.6,NA,"Fungi",NA
"415","Filobasidium_stepposum|DQ222455|SH2525086.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_stepposum","ASV1353",1,98.119,NA,"Fungi",NA
"416","Vishniacozyma_dimennae|EU266559|SH1544133.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_dimennae----Vishniacozyma_dimennae|KU515667|SH1544136.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_dimennae","ASV1357",2,97.115,0,"Fungi",NA
"417","Curvularia_tuberculata|JN192374|SH1526414.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_tuberculata","ASV1358",1,97.131,NA,"Fungi",NA
"418","Neodevriesia_simplex|KF309985|SH1549737.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__Neodevriesia_simplex","ASV1359",1,94.064,NA,"Fungi",NA
"419","Ceratobasidiaceae_sp|JQ972101|SH1556495.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__Ceratobasidiaceae_sp","ASV136",1,87.421,NA,"Fungi",NA
"420","Fungi_sp|AY598884|SH1614126.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV1360",1,89.899,NA,"Fungi",NA
"421","Stagonosporopsis_loticola|GU237890|SH1920676.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_loticola","ASV1361",1,98.739,NA,"Fungi",NA
"422","Filobasidium_stepposum|DQ222455|SH2525086.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_stepposum","ASV1362",1,97.179,NA,"Fungi",NA
"423","Aureobasidium_leucospermi|JN712489|SH2150008.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_leucospermi","ASV1363",1,98.268,NA,"Fungi",NA
"424","Pleosporales_sp|DQ420936|SH1525116.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV1364",1,99.048,NA,"Fungi",NA
"425","Ramularia_plurivora|KJ504780|SH2337206.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_plurivora----Ramularia_cynarae|HQ728117|SH1577477.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_cynarae","ASV1365",2,93.3335,0.0417193000900045,"Fungi",NA
"426","Zygophiala_inaequalis|KF646709|SH1719086.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Schizothyriaceae;g__Zygophiala;s__Zygophiala_inaequalis","ASV1366",1,99.043,NA,"Fungi",NA
"427","Fungi_sp|UDB0150489|SH2728746.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV1367",1,99.541,NA,"Fungi",NA
"428","Neolindgomyces_pandanae|MK347778|SH3353215.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lindgomycetaceae;g__Neolindgomyces;s__Neolindgomyces_pandanae","ASV1368",1,85.897,NA,"Fungi",NA
"429","Agaricomycetes_sp|JN104559|SH1646410.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp","ASV1369",1,97.992,NA,"Fungi",NA
"430","Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV137",1,98.03,NA,"Fungi",NA
"431","Symmetrospora_gracilis|AF444578|SH1613474.08FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_gracilis","ASV1370",1,98.855,NA,"Fungi",NA
"432","Ustilago_sp|KF800249|SH1615187.08FU|reps|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Ustilago;s__Ustilago_sp","ASV1371",1,99.143,NA,"Fungi",NA
"433","Symmetrospora_symmetrica|AY364836|SH1613460.08FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_symmetrica","ASV1372",1,98.851,NA,"Fungi",NA
"434","Pleosporales_sp|UDB0184192|SH1646222.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV1373",1,99.043,NA,"Fungi",NA
"435","Hannaella_luteola|AF444323|SH1522791.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_luteola","ASV1374",1,99.429,NA,"Fungi",NA
"436","Murispora_hawksworthii|KT736086|SH1846806.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amniculicolaceae;g__Murispora;s__Murispora_hawksworthii----Phaeosphaeria_barriae|UDB0566658|SH1519635.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_barriae","ASV1375",2,88.9155,1.46583235739971,"Fungi",NA
"437","Neophaeococcomyces_sp|KF928484|SH1506899.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Neophaeococcomyces;s__Neophaeococcomyces_sp","ASV1376",1,98.513,NA,"Fungi",NA
"438","Cryptococcus_sp|UDB0519902|SH1648405.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp","ASV1377",1,98.929,NA,"Fungi",NA
"439","Hyaloscyphaceae_sp|UDB0310037|SH1523269.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__unidentified;s__Hyaloscyphaceae_sp","ASV1378",1,95.631,NA,"Fungi",NA
"440","Phaeosphaeria_sp|LT604862|SH1524304.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_sp","ASV1379",1,98.058,NA,"Fungi",NA
"441","Gibberella_tricincta|AB587028|SH1546323.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_tricincta","ASV138",1,99.543,NA,"Fungi",NA
"442","Allophoma_minor|GU237831|SH1920692.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Allophoma;s__Allophoma_minor","ASV1380",1,99.582,NA,"Fungi",NA
"443","Oculimacula_yallundae|AY266169|SH1545871.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Oculimacula;s__Oculimacula_yallundae","ASV1381",1,96.93,NA,"Fungi",NA
"444","Mycosphaerellaceae_sp|AF362067|SH1645404.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp","ASV1382",1,95.133,NA,"Fungi",NA
"445","Filobasidiales_sp|FJ197889|SH1820869.08FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__unidentified;g__unidentified;s__Filobasidiales_sp","ASV1383",1,91.866,NA,"Fungi",NA
"446","Mycocentrospora_sp|UDB0538091|SH2743092.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycocentrospora;s__Mycocentrospora_sp","ASV1384",1,96.244,NA,"Fungi",NA
"447","Mycosphaerellaceae_sp|AF362067|SH1645404.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp","ASV1385",1,97.768,NA,"Fungi",NA
"448","Tremellales_sp|JF449779|SH1565598.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","ASV1386",1,98.636,NA,"Fungi",NA
"449","Ramularia_tovarae|KJ504807|SH1975259.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_tovarae","ASV1387",1,97.309,NA,"Fungi",NA
"450","Sporisorium_graminicola|KY105505|SH1519656.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Sporisorium;s__Sporisorium_graminicola","ASV1388",1,98.886,NA,"Fungi",NA
"451","Pseudocosmospora_vilior|KC291737|SH1919412.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Pseudocosmospora;s__Pseudocosmospora_vilior","ASV1389",1,84.959,NA,"Fungi",NA
"452","Hymenula_cerealis|HQ322364|SH1545872.08FU|refs|k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Hymenula;s__Hymenula_cerealis","ASV139",1,97.525,NA,"Fungi",NA
"453","Desmazierella_acicola|JX298888|SH1543251.08FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcoscyphaceae;g__Desmazierella;s__Desmazierella_acicola","ASV1390",1,96,NA,"Fungi",NA
"454","Agaricomycetes_sp|MN872829|SH1505505.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp","ASV1391",1,99.62,NA,"Fungi",NA
"455","Sigarispora_scrophulariae|MG828969|SH1938021.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Sigarispora;s__Sigarispora_scrophulariae","ASV1394",1,95.984,NA,"Fungi",NA
"456","Talaromyces_sayulitensis|KJ775713|SH2152849.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_sayulitensis----Talaromyces_oumae-annae|KJ775720|SH1676220.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_oumae-annae","ASV1395",2,96.983,0,"Fungi",NA
"457","Vishniacozyma_dimennae|EU266559|SH1544133.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_dimennae----Vishniacozyma_dimennae|KU515667|SH1544136.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_dimennae","ASV176",2,97.596,0,"Fungi",NA
"458","Exophiala_salmonis|AM176667|SH1635792.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_salmonis","ASV1397",1,96.735,NA,"Fungi",NA
"459","Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV1399",1,98.03,NA,"Fungi",NA
"460","Fusarium_langsethiae|AB587021|SH1610165.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_langsethiae","ASV14",1,98.049,NA,"Fungi",NA
"461","Fusarium_langsethiae|AB587021|SH1610165.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_langsethiae----Fusarium_venenatum|KM231814|SH1610169.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_venenatum----Fusarium_sporotrichioides|KC254054|SH1567483.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sporotrichioides","ASV140",3,95.652,0,"Fungi",NA
"462","Bimuria_novae-zelandiae|MG813173|SH1548036.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Bimuria;s__Bimuria_novae-zelandiae","ASV1400",1,100,NA,"Fungi",NA
"463","Sporormiaceae_sp|KU728286|SH1642164.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__unidentified;s__Sporormiaceae_sp","ASV1401",1,100,NA,"Fungi",NA
"464","Colpoma_sp|UDB063137|SH1505253.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Colpoma;s__Colpoma_sp","ASV1402",1,88.144,NA,"Fungi",NA
