"","QueryID","n","mean.Perc.Ident","sd.Perc.Ident","uniq.Subject","uniq.Subject.Type"
"386","ASV1377",1,98.929,NA,"Cryptococcus_sp|UDB0519902|SH1648405.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp","Fungi"
"387","ASV1378",1,95.631,NA,"Hyaloscyphaceae_sp|UDB0310037|SH1523269.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__unidentified;s__Hyaloscyphaceae_sp","Fungi"
"388","ASV1379",1,98.058,NA,"Phaeosphaeria_sp|LT604862|SH1524304.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_sp","Fungi"
"389","ASV138",1,99.543,NA,"Gibberella_tricincta|AB587028|SH1546323.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_tricincta","Fungi"
"390","ASV1380",1,99.582,NA,"Allophoma_minor|GU237831|SH1920692.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Allophoma;s__Allophoma_minor","Fungi"
"391","ASV1381",1,96.93,NA,"Oculimacula_yallundae|AY266169|SH1545871.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Oculimacula;s__Oculimacula_yallundae","Fungi"
"392","ASV1382",1,95.133,NA,"Mycosphaerellaceae_sp|AF362067|SH1645404.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp","Fungi"
"393","ASV1383",1,91.866,NA,"Filobasidiales_sp|FJ197889|SH1820869.08FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__unidentified;g__unidentified;s__Filobasidiales_sp","Fungi"
"394","ASV1384",1,96.244,NA,"Mycocentrospora_sp|UDB0538091|SH2743092.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycocentrospora;s__Mycocentrospora_sp","Fungi"
"395","ASV1385",1,97.768,NA,"Mycosphaerellaceae_sp|AF362067|SH1645404.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp","Fungi"
"396","ASV1386",1,98.636,NA,"Tremellales_sp|JF449779|SH1565598.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp","Fungi"
"397","ASV1387",1,97.309,NA,"Ramularia_tovarae|KJ504807|SH1975259.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_tovarae","Fungi"
"398","ASV1388",1,98.886,NA,"Sporisorium_graminicola|KY105505|SH1519656.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Sporisorium;s__Sporisorium_graminicola","Fungi"
"399","ASV1389",1,84.959,NA,"Pseudocosmospora_vilior|KC291737|SH1919412.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Pseudocosmospora;s__Pseudocosmospora_vilior","Fungi"
"400","ASV139",1,97.525,NA,"Hymenula_cerealis|HQ322364|SH1545872.08FU|refs|k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Hymenula;s__Hymenula_cerealis","Fungi"
"401","ASV1390",1,96,NA,"Desmazierella_acicola|JX298888|SH1543251.08FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcoscyphaceae;g__Desmazierella;s__Desmazierella_acicola","Fungi"
"402","ASV1391",1,99.62,NA,"Agaricomycetes_sp|MN872829|SH1505505.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp","Fungi"
"403","ASV1394",1,95.984,NA,"Sigarispora_scrophulariae|MG828969|SH1938021.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Sigarispora;s__Sigarispora_scrophulariae","Fungi"
"404","ASV1395",2,96.983,0,"Talaromyces_sayulitensis|KJ775713|SH2152849.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_sayulitensis----Talaromyces_oumae-annae|KJ775720|SH1676220.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_oumae-annae","Fungi"
"405","ASV1396",1,85.757,NA,"KM116465.1","Plant"
"406","ASV1397",1,96.735,NA,"Exophiala_salmonis|AM176667|SH1635792.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_salmonis","Fungi"
"407","ASV1399",1,98.03,NA,"Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"408","ASV14",1,98.049,NA,"Fusarium_langsethiae|AB587021|SH1610165.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_langsethiae","Fungi"
"409","ASV140",3,95.652,0,"Fusarium_langsethiae|AB587021|SH1610165.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_langsethiae----Fusarium_venenatum|KM231814|SH1610169.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_venenatum----Fusarium_sporotrichioides|KC254054|SH1567483.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sporotrichioides","Fungi"
"410","ASV1400",1,100,NA,"Bimuria_novae-zelandiae|MG813173|SH1548036.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Bimuria;s__Bimuria_novae-zelandiae","Fungi"
"411","ASV1401",1,100,NA,"Sporormiaceae_sp|KU728286|SH1642164.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__unidentified;s__Sporormiaceae_sp","Fungi"
"412","ASV1402",1,88.144,NA,"Colpoma_sp|UDB063137|SH1505253.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Colpoma;s__Colpoma_sp","Fungi"
"413","ASV1405",1,99.611,NA,"Agaricomycetes_sp|UDB0229118|SH1561284.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp","Fungi"
"414","ASV1406",1,100,NA,"Exophiala_alcalophila|JF747041|SH1529593.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_alcalophila","Fungi"
"415","ASV1407",1,93.724,NA,"Cystobasidium_sp|KC966072|SH1613550.08FU|reps|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;s__Cystobasidium_sp","Fungi"
"416","ASV1408",1,98.086,NA,"Pleosporales_sp|UDB0236030|SH2733325.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"417","ASV1409",1,87.619,NA,"Helicosporium_aquaticum|MH558733|SH2763620.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Helicosporium;s__Helicosporium_aquaticum","Fungi"
"418","ASV141",2,100,0,"Rhodotorula_glutinis|AF444539|SH2272281.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula_glutinis----Rhodotorula_glutinis|AF387775|SH2272264.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula_glutinis","Fungi"
"419","ASV1410",1,90.53,NA,"Taphrina_veronaerambellii|AY239216|SH1519974.08FU|refs|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_veronaerambellii","Fungi"
"420","ASV1411",1,98.571,NA,"Pleosporales_sp|UDB076742|SH1595856.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"421","ASV1412",1,91.855,NA,"Lophiostoma_sp|KF675281|SH1559716.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__Lophiostoma_sp","Fungi"
"422","ASV1413",1,97.717,NA,"Trichomeriaceae_sp|UDB0437625|SH1597936.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__unidentified;s__Trichomeriaceae_sp","Fungi"
"423","ASV1414",1,100,NA,"Mycosphaerella_tassiana|EF679363|SH1572792.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_tassiana","Fungi"
"424","ASV1415",1,98.19,NA,"Neosetophoma_samararum|MT193426|SH1525194.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma;s__Neosetophoma_samararum","Fungi"
"425","ASV1416",1,99.16,NA,"Stagonosporopsis_dennisii|GU237899|SH1920712.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_dennisii","Fungi"
"426","ASV1417",1,98.636,NA,"Adisciso_kaki|AB683953|SH1648930.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Adisciso;s__Adisciso_kaki","Fungi"
"427","ASV1418",1,96.818,NA,"Eutypella_citricola|JQ411347|SH1614262.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Eutypella;s__Eutypella_citricola","Fungi"
"428","ASV1419",1,96.364,NA,"GS08_sp|UDB0319114|SH3324646.08FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS08;f__unidentified;g__unidentified;s__GS08_sp","Fungi"
"429","ASV142",1,95.146,NA,"Phaeosphaeria_sp|MF683451|SH1646367.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_sp","Fungi"
"430","ASV1420",1,100,NA,"KY873618.1","Plant"
"431","ASV1421",2,96.949,0.899439825669282,"Clohesyomyces_aquaticus|MT627678|SH1570155.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lindgomycetaceae;g__Clohesyomyces;s__Clohesyomyces_aquaticus----Clohesyomyces_aquaticus|MF110612|SH1570151.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lindgomycetaceae;g__Clohesyomyces;s__Clohesyomyces_aquaticus","Fungi"
"432","ASV1422",3,98.6746666666667,1.45363177363916,"Moesziomyces_aphidis|AF294699|SH1509407.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Moesziomyces;s__Moesziomyces_aphidis----Moesziomyces_rugulosus|JN942670|SH2137500.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Moesziomyces;s__Moesziomyces_rugulosus----Moesziomyces_antarcticus|KY104282|SH1509410.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Moesziomyces;s__Moesziomyces_antarcticus","Fungi"
"433","ASV1423",1,100,NA,"Stagonosporopsis_oculi-hominis|GU237901|SH1920843.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_oculi-hominis","Fungi"
"434","ASV1424",1,99.55,NA,"Mycosphaerella_ellipsoidea|AY725545|SH2337128.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_ellipsoidea","Fungi"
"435","ASV1425",1,97.071,NA,"Microdochium_colombiense|KP858999|SH1555476.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Microdochium_colombiense","Fungi"
"436","ASV1426",1,92.787,NA,"Ceratobasidiaceae_sp|AB712018|SH1554562.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__Ceratobasidiaceae_sp","Fungi"
"437","ASV1427",2,95.8995,3.03985205232097,"Foliocryphia_eucalypti|GQ303276|SH1720870.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Cryphonectriaceae;g__Foliocryphia;s__Foliocryphia_eucalypti----Dendrostoma_chinense|MH542503|SH1553900.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthales_fam_Incertae_sedis;g__Dendrostoma;s__Dendrostoma_chinense","Fungi"
"438","ASV1428",2,95.964,0,"Ramularia_plurivora|KJ504780|SH2337206.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_plurivora----Ramularia_tovarae|KJ504807|SH1975259.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_tovarae","Fungi"
"439","ASV1429",1,98.425,NA,"Taphrina_sp|GQ999402|SH1519950.08FU|reps|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_sp","Fungi"
"440","ASV143",1,98.776,NA,"Papiliotrema_perniciosus|AF472627|SH1650803.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_perniciosus","Fungi"
"441","ASV1430",1,96.93,NA,"Oculimacula_yallundae|AY266169|SH1545871.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Oculimacula;s__Oculimacula_yallundae","Fungi"
"442","ASV1431",1,94.03,NA,"Tricladium_angustum|UDB034348|SH1598607.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Tricladiaceae;g__Tricladium;s__Tricladium_angustum","Fungi"
"443","ASV1432",1,99.134,NA,"Aureobasidium_leucospermi|JN712489|SH2150008.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_leucospermi","Fungi"
"444","ASV1433",1,97.881,NA,"Discula_destructiva|AF429741|SH1596916.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Gnomoniaceae;g__Discula;s__Discula_destructiva","Fungi"
"445","ASV1434",1,99.51,NA,"Venturiaceae_sp|KF800342|SH1626914.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__unidentified;s__Venturiaceae_sp","Fungi"
"446","ASV1435",1,96.491,NA,"Oculimacula_yallundae|AY266169|SH1545871.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Oculimacula;s__Oculimacula_yallundae","Fungi"
"447","ASV1436",1,100,NA,"Dentocorticium_portoricense|MF626356|SH1564734.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Dentocorticium;s__Dentocorticium_portoricense","Fungi"
"448","ASV1437",1,95.608,NA,"Lentinus_polychrous|KP283487|SH1743674.08FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Lentinus;s__Lentinus_polychrous","Fungi"
"449","ASV1439",1,94.771,NA,"Fungi_sp|UDB0748656|SH3333126.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","Fungi"
"450","ASV144",1,99.617,NA,"Sporobolomyces_roseus|AY015438|SH1575126.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_roseus","Fungi"
"451","ASV1440",1,99.691,NA,"MT078166.1","Plant"
"452","ASV1441",1,93.426,NA,"Mrakia_sp|UDB0644462|SH2724468.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Mrakia;s__Mrakia_sp","Fungi"
"453","ASV1442",1,85.878,NA,"MF034636.1","Plant"
"454","ASV1443",1,98.76,NA,"Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica","Fungi"
"455","ASV1444",1,100,NA,"Didymella_bellidis|GU237904|SH1920678.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_bellidis","Fungi"
"456","ASV1445",1,98.776,NA,"Diaporthe_helicis|KJ210538|SH1540606.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_helicis","Fungi"
"457","ASV1446",3,100,0,"Didymella_protuberans|GU237853|SH2232168.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_protuberans----Didymella_nigricans|GU237867|SH2232065.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_nigricans----Didymella_arachidicola|GU237833|SH2232037.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_arachidicola","Fungi"
"458","ASV1447",1,96.789,NA,"Sphaerulina_chaenomelis|JQ793663|SH2337184.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Sphaerulina;s__Sphaerulina_chaenomelis","Fungi"
"459","ASV1448",1,98.45,NA,"Stereaceae_sp|MG231836|SH1575997.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__unidentified;s__Stereaceae_sp","Fungi"
"460","ASV1449",2,94.3255,2.07677261634489,"Ascomycota_sp|MN644593|SH3592078.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp----Phaeosphaeriaceae_sp|UDB026433|SH1646343.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp","Fungi"
"461","ASV145",1,100,NA,"Papiliotrema_pseudoalba|AF444399|SH1650804.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_pseudoalba","Fungi"
"462","ASV1450",1,97.63,NA,"Pleosporales_sp|EF505601|SH1525134.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"463","ASV1451",1,95,NA,"Pleosporales_sp|AY787716|SH1527356.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","Fungi"
"464","ASV1452",1,98.039,NA,"Thanatephorus_cucumeris|EU730860|SH1554580.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus;s__Thanatephorus_cucumeris","Fungi"
"465","ASV1455",1,98.551,NA,"Tremellomycetes_sp|JX394019|SH1648403.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified;g__unidentified;s__Tremellomycetes_sp","Fungi"
"466","ASV1457",1,98.419,NA,"Gaeumannomyces_arxii|KM484837|SH2037047.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Gaeumannomyces;s__Gaeumannomyces_arxii","Fungi"
"467","ASV1458",1,99.262,NA,"Agaricomycetes_sp|MH374426|SH1514168.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp","Fungi"
"468","ASV1459",1,98.76,NA,"Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica","Fungi"
"469","ASV146",1,96.121,NA,"Aureobasidium_leucospermi|JN712489|SH2150008.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_leucospermi","Fungi"
"470","ASV1460",1,95.495,NA,"Passalora_lobeliae-fistulosae|JX494388|SH2337637.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Passalora;s__Passalora_lobeliae-fistulosae","Fungi"
"471","ASV1461",1,100,NA,"Chaetothyriales_sp|UDB0297678|SH1557313.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp","Fungi"
"472","ASV1462",1,97.685,NA,"Dothideomycetes_sp|MN427523|SH1569505.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp","Fungi"
"473","ASV1463",1,98.377,NA,"Curvibasidium_pallidicorallinum|KY102982|SH2579057.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Curvibasidium;s__Curvibasidium_pallidicorallinum","Fungi"
"474","ASV1464",1,95.671,NA,"Lopadostoma_insulare|KC774589|SH1642004.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Lopadostoma;s__Lopadostoma_insulare","Fungi"
"475","ASV1465",3,98.509,0.49709858177227,"Sphaerulina_chaenomelis|JQ793663|SH2337184.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Sphaerulina;s__Sphaerulina_chaenomelis----Apseudocercosporella_trigonotidis|GU269858|SH1975154.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Apseudocercosporella;s__Apseudocercosporella_trigonotidis----Cercospora_eucommiae|GU269851|SH1577554.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercospora;s__Cercospora_eucommiae","Fungi"
"476","ASV1466",1,95.019,NA,"Agaricomycetes_sp|KM282288|SH1539683.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__Agaricomycetes_sp","Fungi"
"477","ASV1467",1,85.274,NA,"Marchandiomyces_marsonii|EU622840|SH1624327.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Marchandiomyces;s__Marchandiomyces_marsonii","Fungi"
"478","ASV1468",1,100,NA,"Ascomycota_sp|HG935199|SH1648785.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp","Fungi"
"479","ASV1469",1,95.513,NA,"Pseudomicrostroma_phylloplanum|DQ317630|SH1565106.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Microstromatales;f__Microstromatales_fam_Incertae_sedis;g__Pseudomicrostroma;s__Pseudomicrostroma_phylloplanum","Fungi"
"480","ASV147",1,86.792,NA,"Ceratobasidiaceae_sp|JQ972101|SH1556495.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__Ceratobasidiaceae_sp","Fungi"
"481","ASV1470",1,98.387,NA,"Dioszegia_hungarica|AF444379|SH1609774.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_hungarica","Fungi"
"482","ASV1471",1,96.939,NA,"Teratosphaeriaceae_sp|JN835199|SH1522673.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__unidentified;s__Teratosphaeriaceae_sp","Fungi"
"483","ASV1472",1,85.34,NA,"Stictis_confusa|DQ401143|SH1513209.08FU|refs|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Stictis;s__Stictis_confusa","Fungi"
"484","ASV1473",1,97,NA,"Parastagonospora_forlicesenica|KY769660|SH1888144.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Parastagonospora;s__Parastagonospora_forlicesenica","Fungi"
"485","ASV1474",1,92.437,NA,"Marchandiobasidium_sp|JX136630|SH1507352.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Marchandiobasidium;s__Marchandiobasidium_sp","Fungi"
"486","ASV1475",1,97.046,NA,"Ascomycota_sp|AY970154|SH1647475.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp","Fungi"
